% Tiempo en UTC
% *Espacios sin datos estan marcados con NaN (not a number)
%año  mes dia hora min sec BV(volts) Temp DO Q
%
2025  1 17  0 10  0 2.84 10.526 10.500 1.005
2025  1 17  0 15  0 2.84 10.490 10.507 1.005
2025  1 17  0 20  0 2.84 10.472 10.512 1.005
2025  1 17  0 25  0 2.84 10.445 10.513 1.005
2025  1 17  0 30  0 2.84 10.399 10.522 1.004
2025  1 17  0 35  0 2.84 10.363 10.542 1.005
2025  1 17  0 40  0 2.84 10.335 10.544 1.005
2025  1 17  0 45  0 2.84 10.299 10.551 1.004
2025  1 17  0 50  0 2.84 10.244 10.574 1.005
2025  1 17  0 55  0 2.84 10.189 10.577 1.005
2025  1 17  1  0  0 2.84 10.153 10.587 1.005
2025  1 17  1  5  0 2.84 10.107 10.602 1.005
2025  1 17  1 10  0 2.84 10.061 10.616 1.005
2025  1 17  1 15  0 2.84 10.025 10.618 1.005
2025  1 17  1 20  0 2.84 9.979 10.628 1.005
2025  1 17  1 25  0 2.84 9.952 10.632 1.004
2025  1 17  1 30  0 2.84 9.933 10.634 1.004
2025  1 17  1 35  0 2.84 9.887 10.652 1.005
2025  1 17  1 40  0 2.84 9.851 10.663 1.005
2025  1 17  1 45  0 2.84 9.786 10.687 1.005
2025  1 17  1 50  0 2.84 9.768 10.686 1.005
2025  1 17  1 55  0 2.84 9.750 10.684 1.005
2025  1 17  2  0  0 2.84 9.704 10.688 1.004
2025  1 17  2  5  0 2.84 9.667 10.708 1.005
2025  1 17  2 10  0 2.84 9.639 10.700 1.004
2025  1 17  2 15  0 2.84 9.612 10.717 1.005
2025  1 17  2 20  0 2.84 9.575 10.735 1.005
2025  1 17  2 25  0 2.84 9.547 10.743 1.005
2025  1 17  2 30  0 2.84 9.501 10.751 1.005
2025  1 17  2 35  0 2.84 9.455 10.762 1.005
2025  1 17  2 40  0 2.84 9.464 10.758 1.005
2025  1 17  2 45  0 2.84 9.436 10.759 1.005
2025  1 17  2 50  0 2.84 9.408 10.767 1.005
2025  1 17  2 55  0 2.84 9.362 10.777 1.005
2025  1 17  3  0  0 2.84 9.344 10.782 1.005
2025  1 17  3  5  0 2.84 9.325 10.780 1.005
2025  1 17  3 10  0 2.84 9.307 10.784 1.005
2025  1 17  3 15  0 2.84 9.307 10.790 1.005
2025  1 17  3 20  0 2.84 9.288 10.793 1.005
2025  1 17  3 25  0 2.84 9.223 10.799 1.004
2025  1 17  3 30  0 2.85 9.214 10.806 1.005
2025  1 17  3 35  0 2.85 9.205 10.819 1.005
2025  1 17  3 40  0 2.85 9.177 10.808 1.004
2025  1 17  3 45  0 2.85 9.158 10.833 1.005
2025  1 17  3 50  0 2.85 9.131 10.838 1.005
2025  1 17  3 55  0 2.85 9.103 10.842 1.005
2025  1 17  4  0  0 2.85 9.121 10.834 1.005
2025  1 17  4  5  0 2.85 9.093 10.840 1.005
2025  1 17  4 10  0 2.85 9.084 10.848 1.005
2025  1 17  4 15  0 2.85 9.084 10.832 1.005
2025  1 17  4 20  0 2.85 9.066 10.844 1.005
2025  1 17  4 25  0 2.85 9.056 10.828 1.004
2025  1 17  4 30  0 2.85 9.038 10.858 1.005
2025  1 17  4 35  0 2.85 9.038 10.854 1.005
2025  1 17  4 40  0 2.85 9.010 10.861 1.005
2025  1 17  4 45  0 2.85 9.028 10.852 1.005
2025  1 17  4 50  0 2.85 8.991 10.871 1.005
2025  1 17  4 55  0 2.85 8.991 10.849 1.004
2025  1 17  5  0  0 2.85 8.991 10.850 1.005
2025  1 17  5  5  0 2.85 8.973 10.864 1.005
2025  1 17  5 10  0 2.85 8.963 10.850 1.004
2025  1 17  5 15  0 2.85 8.973 10.858 1.005
