	2024	1	9	18   00	0.36		50.17	9	18   30	0.39	52.65	   	9	19   00	0.37	50.99									
	2024	1	9	19   30	0.36		50.17	9	20   00	0.37	50.99	   	9	20   30	0.37	50.99									
	2024	1	9	21   00	0.37		50.99	9	21   30	0.36	50.17	   	9	22   00	0.38	51.82									
	2024	1	9	22   30	0.38		51.82	9	23   00	0.39	52.65	   	9	23   30	0.36	50.17									
	2024	1	10	00   00	0.38		51.82	10	00   30	0.39	52.65	   	10	01   00	0.37	50.99									
	2024	1	10	01   30	0.36		50.17	10	02   00	0.37	50.99	   	10	02   30	0.39	52.65									
	2024	1	10	03   00	0.37		50.99	10	03   30	0.37	50.99	   	10	04   00	0.36	50.17									
	2024	1	10	04   30	0.39		52.65	10	05   00	0.37	50.99	   	10	05   30	0.36	50.17									
	2024	1	10	06   00	0.36		50.17	10	06   30	0.37	50.99	   	10	07   00	0.36	50.17									
	2024	1	10	07   30	0.35		49.34	10	08   00	0.36	50.17	   	10	08   30	0.37	50.99									
	2024	1	10	09   00	0.38		51.82	10	09   30	0.35	49.34	   	10	10   00	0.39	52.65									
	2024	1	10	10   30	0.38		51.82	10	11   00	0.37	50.99	   	10	11   30	0.35	49.34									
	2024	1	10	12   00	0.37		50.99	10	12   30	0.38	51.82	   	10	13   00	0.38	51.82									
	2024	1	10	13   30	0.36		50.17	10	14   00	0.36	50.17	   	10	14   30	0.39	52.65									
	2024	1	10	15   00	0.35		49.34	10	15   30	0.36	50.17	   	10	16   00	0.36	50.17									
	2024	1	10	16   30	0.38		51.82	10	17   00	0.36	50.17	   	10	17   30	0.35	49.34									
	2024	1	10	18   00	0.36		50.17	10	18   30	0.37	50.99	   	10	19   00	0.36	50.17									
	2024	1	10	19   30	0.33		47.76	10	20   00	0.37	50.99	   	10	20   30	0.37	50.99									
	2024	1	10	21   00	0.36		50.17	10	21   30	0.33	47.76	   	10	22   00	0.36	50.17									
	2024	1	10	22   30	0.38		51.82	10	23   00	0.37	50.99	   	10	23   30	0.35	49.34									
	2024	1	11	00   00	0.36		50.17	11	00   30	0.39	52.65	   	11	01   00	0.36	50.17									
	2024	1	11	01   30	0.37		50.99	11	02   00	0.36	50.17	   	11	02   30	0.39	52.65									
	2024	1	11	03   00	0.37		50.99	11	03   30	0.37	50.99	   	11	04   00	0.37	50.99									
	2024	1	11	04   30	0.39		52.65	11	05   00	0.38	51.82	   	11	05   30	0.36	50.17									
	2024	1	11	06   00	0.38		51.82	11	06   30	0.37	50.99	   	11	07   00	0.38	51.82									
	2024	1	11	07   30	0.35		49.34	11	08   00	0.37	50.99	   	11	08   30	0.37	50.99									
	2024	1	11	09   00	0.37		50.99	11	09   30	0.35	49.34	   	11	10   00	0.36	50.17									
	2024	1	11	10   30	0.38		51.82	11	11   00	0.36	50.17	   	11	11   30	0.36	50.17									
	2024	1	11	12   00	0.35		49.34	11	12   30	0.38	51.82	   	11	13   00	0.36	50.17									
	2024	1	11	13   30	0.37		50.99	11	14   00	0.36	50.17	   	11	14   30	0.38	51.82									
	2024	1	11	15   00	0.36		50.17	11	15   30	0.35	49.34	   	11	16   00	0.37	50.99									
	2024	1	11	16   30	0.36		50.17	11	17   00	0.36	50.17	   	11	17   30	0.34	48.55									
	2024	1	11	18   00	0.37		50.99	11	18   30	0.36	50.17	   	11	19   00	0.36	50.17									
	2024	1	11	19   30	0.35		49.34	11	20   00	0.36	50.17	   	11	20   30	0.36	50.17									
	2024	1	11	21   00	0.35		49.34	11	21   30	0.35	49.34	   	11	22   00	0.35	49.34									
	2024	1	11	22   30	0.37		50.99	11	23   00	0.35	49.34	   	11	23   30	0.36	50.17									
	2024	1	12	00   00	0.35		49.34	12	00   30	0.38	51.82	   	12	01   00	0.35	49.34									
	2024	1	12	01   30	0.36		50.17	12	02   00	0.36	50.17	   	12	02   30	0.36	50.17									
	2024	1	12	03   00	0.34		48.55	12	03   30	0.34	48.55	   	12	04   00	0.36	50.17									
